Year	Month	Day	Hour	Min	Sec	ALF
2003	11	16	0	0	0	0.32625
2003	11	17	0	0	0	0.29674
2003	11	18	0	0	0	0.3088
2003	11	19	0	0	0	0.32679
2003	11	20	0	0	0	0.32398
2003	11	21	0	0	0	0.32059
2003	11	22	0	0	0	0.2782
2003	11	23	0	0	0	0.24408
2003	11	24	0	0	0	0.26356
2003	11	25	0	0	0	0.28464
2003	11	26	0	0	0	0.29166
2003	11	27	0	0	0	0.29685
2003	11	28	0	0	0	0.3565
2003	11	29	0	0	0	0.3159
2003	11	30	0	0	0	0.28963
2003	12	1	0	0	0	0.34514
2003	12	2	0	0	0	0.33218
2003	12	3	0	0	0	0.33261
2003	12	4	0	0	0	0.33062
2003	12	5	0	0	0	0.33015
2003	12	6	0	0	0	0.35829
2003	12	7	0	0	0	0.35572
2003	12	8	0	0	0	0.36727
2003	12	9	0	0	0	0.37883
2003	12	10	0	0	0	0.34284
2003	12	11	0	0	0	0.35041
2003	12	12	0	0	0	0.34834
2003	12	13	0	0	0	0.34639
2003	12	14	0	0	0	0.333
2003	12	15	0	0	0	0.33682
2003	12	16	0	0	0	0.35099
2003	12	17	0	0	0	0.3638
2003	12	18	0	0	0	0.33749
2003	12	19	0	0	0	0.3193
2003	12	20	0	0	0	0.31567
2003	12	21	0	0	0	0.30837
2003	12	22	0	0	0	0.30755
2003	12	23	0	0	0	0.31813
2003	12	24	0	0	0	0.33284
2003	12	25	0	0	0	0.31789
2003	12	26	0	0	0	0.31153
2003	12	27	0	0	0	0.31337
2003	12	28	0	0	0	0.31992
2003	12	29	0	0	0	0.31024
2003	12	30	0	0	0	0.30646
2003	12	31	0	0	0	0.30404
2004	1	1	0	0	0	0.29166
2004	1	2	0	0	0	0.28077
2004	1	3	0	0	0	0.27984
2004	1	4	0	0	0	0.27667
2004	1	5	0	0	0	0.28514
2004	1	6	0	0	0	0.27531
2004	1	7	0	0	0	0.27246
2004	1	8	0	0	0	0.26492
2004	1	9	0	0	0	0.26961
2004	1	10	0	0	0	0.273
2004	1	11	0	0	0	0.29869
2004	1	12	0	0	0	0.3248
2004	1	13	0	0	0	0.3394
2004	1	14	0	0	0	0.35014
2004	1	15	0	0	0	0.34693
2004	1	16	0	0	0	0.3353
2004	1	17	0	0	0	0.33319
2004	1	18	0	0	0	0.33308
2004	1	19	0	0	0	0.3275
2004	1	20	0	0	0	0.31879
2004	1	21	0	0	0	0.31711
2004	1	22	0	0	0	0.3257
2004	1	23	0	0	0	0.33089
2004	1	24	0	0	0	0.32765
2004	1	25	0	0	0	0.3079
2004	1	26	0	0	0	0.30411
2004	1	27	0	0	0	0.32995
2004	1	28	0	0	0	0.32699
2004	1	29	0	0	0	0.32753
2004	1	30	0	0	0	0.38554
2004	1	31	0	0	0	0.3565
2004	2	1	0	0	0	0.38866
2004	2	2	0	0	0	0.36196
2004	2	3	0	0	0	0.33827
2004	2	4	0	0	0	0.32765
2004	2	5	0	0	0	0.30927
2004	2	6	0	0	0	0.31391
2004	2	7	0	0	0	0.30536
2004	2	8	0	0	0	0.3118
2004	2	9	0	0	0	0.31348
2004	2	10	0	0	0	0.30755
2004	2	11	0	0	0	0.29834
2004	2	12	0	0	0	0.29884
2004	2	13	0	0	0	0.29506
2004	2	14	0	0	0	0.30634
2004	2	15	0	0	0	0.28464
2004	2	16	0	0	0	0.30626
2004	2	17	0	0	0	0.29264
2004	2	18	0	0	0	0.32035
2004	2	19	0	0	0	0.32769
2004	2	20	0	0	0	0.35189
2004	2	21	0	0	0	0.35056
2004	2	22	0	0	0	0.35127
2004	2	23	0	0	0	0.34643
2004	2	24	0	0	0	0.33308
2004	2	25	0	0	0	0.35099
2004	2	26	0	0	0	0.35068
2004	2	27	0	0	0	0.36493
2004	2	28	0	0	0	0.38105
2004	2	29	0	0	0	0.36095
2004	3	1	0	0	0	0.3549
2004	3	2	0	0	0	0.3547
2004	3	3	0	0	0	0.34561
2004	3	4	0	0	0	0.34721
2004	3	5	0	0	0	0.3364
2004	3	6	0	0	0	0.35786
2004	3	7	0	0	0	0.35943
2004	3	8	0	0	0	0.346
2004	3	9	0	0	0	0.34377
2004	3	10	0	0	0	0.36712
2004	3	11	0	0	0	0.40966
2004	3	12	0	0	0	0.45494
2004	3	13	0	0	0	0.49398
2004	3	14	0	0	0	0.51072
2004	3	15	0	0	0	0.51802
2004	3	16	0	0	0	0.51544
2004	3	17	0	0	0	0.53375
2004	3	18	0	0	0	0.54874
2004	3	19	0	0	0	0.60257
2004	3	20	0	0	0	0.65019
2004	3	21	0	0	0	0.68321
2004	3	22	0	0	0	0.70523
2004	3	23	0	0	0	0.73072
2004	3	24	0	0	0	0.7678
2004	3	25	0	0	0	0.82713
2004	3	26	0	0	0	0.94377
2004	3	27	0	0	0	1.0307
2004	3	28	0	0	0	1.044
2004	3	29	0	0	0	1.0202
2004	3	30	0	0	0	0.98135
2004	3	31	0	0	0	1.0576
2004	4	1	0	0	0	0.99447
2004	4	2	0	0	0	1.0093
2004	4	3	0	0	0	1.081
2004	4	4	0	0	0	1.0941
2004	4	5	0	0	0	1.1224
2004	4	6	0	0	0	1.2081
2004	4	7	0	0	0	1.368
2004	4	8	0	0	0	1.5435
2004	4	9	0	0	0	1.7081
2004	4	10	0	0	0	1.7884
2004	4	11	0	0	0	1.7454
2004	4	12	0	0	0	1.7095
2004	4	13	0	0	0	1.6885
2004	4	14	0	0	0	1.8576
2004	4	15	0	0	0	2.0415
2004	4	16	0	0	0	2.172
2004	4	17	0	0	0	2.1288
2004	4	18	0	0	0	1.9405
2004	4	19	0	0	0	1.8207
2004	4	20	0	0	0	1.6673
2004	4	21	0	0	0	1.5685
2004	4	22	0	0	0	1.4785
2004	4	23	0	0	0	1.4055
2004	4	24	0	0	0	1.3774
2004	4	25	0	0	0	1.3538
2004	4	26	0	0	0	1.3951
2004	4	27	0	0	0	1.4306
2004	4	28	0	0	0	1.637
2004	4	29	0	0	0	1.7942
2004	4	30	0	0	0	1.9879
2004	5	1	0	0	0	1.9254
2004	5	2	0	0	0	1.8698
2004	5	3	0	0	0	1.9528
2004	5	4	0	0	0	2.1765
2004	5	5	0	0	0	2.4884
2004	5	6	0	0	0	2.711
2004	5	7	0	0	0	2.7206
2004	5	8	0	0	0	2.6828
2004	5	9	0	0	0	2.6258
2004	5	10	0	0	0	2.5586
2004	5	11	0	0	0	2.4439
2004	5	12	0	0	0	2.28
2004	5	13	0	0	0	2.0923
2004	5	14	0	0	0	1.8945
2004	5	15	0	0	0	1.6951
2004	5	16	0	0	0	1.5792
2004	5	17	0	0	0	1.5128
2004	5	18	0	0	0	1.4213
2004	5	19	0	0	0	1.4805
2004	5	20	0	0	0	1.5907
2004	5	21	0	0	0	1.7115
2004	5	22	0	0	0	1.9271
2004	5	23	0	0	0	2.096
2004	5	24	0	0	0	2.127
2004	5	25	0	0	0	2.0694
2004	5	26	0	0	0	2.0428
2004	5	27	0	0	0	2.0307
2004	5	28	0	0	0	2.2112
2004	5	29	0	0	0	2.4211
2004	5	30	0	0	0	2.5188
2004	5	31	0	0	0	2.5113
2004	6	1	0	0	0	2.417
2004	6	2	0	0	0	2.2727
2004	6	3	0	0	0	2.1275
2004	6	4	0	0	0	2.0608
2004	6	5	0	0	0	2.1468
2004	6	6	0	0	0	2.3792
2004	6	7	0	0	0	2.5866
2004	6	8	0	0	0	2.5832
2004	6	9	0	0	0	2.4187
2004	6	10	0	0	0	2.2304
2004	6	11	0	0	0	2.066
2004	6	12	0	0	0	2.0119
2004	6	13	0	0	0	1.988
2004	6	14	0	0	0	1.9338
2004	6	15	0	0	0	1.8352
2004	6	16	0	0	0	1.7445
2004	6	17	0	0	0	1.6506
2004	6	18	0	0	0	1.5452
2004	6	19	0	0	0	1.5077
2004	6	20	0	0	0	1.4735
2004	6	21	0	0	0	1.4041
2004	6	22	0	0	0	1.3529
2004	6	23	0	0	0	1.3514
2004	6	24	0	0	0	1.3646
2004	6	25	0	0	0	1.3881
2004	6	26	0	0	0	1.4527
2004	6	27	0	0	0	1.4572
2004	6	28	0	0	0	1.45
2004	6	29	0	0	0	1.3837
2004	6	30	0	0	0	1.3263
2004	7	1	0	0	0	1.28
2004	7	2	0	0	0	1.2312
2004	7	3	0	0	0	1.2069
2004	7	4	0	0	0	1.143
2004	7	5	0	0	0	1.1057
2004	7	6	0	0	0	1.0741
2004	7	7	0	0	0	1.0586
2004	7	8	0	0	0	1.0328
2004	7	9	0	0	0	0.98186
2004	7	10	0	0	0	0.94037
2004	7	11	0	0	0	0.89232
2004	7	12	0	0	0	0.84384
2004	7	13	0	0	0	0.79985
2004	7	14	0	0	0	0.74473
2004	7	15	0	0	0	0.68879
2004	7	16	0	0	0	0.63899
2004	7	17	0	0	0	0.62556
2004	7	18	0	0	0	0.59937
2004	7	19	0	0	0	0.58008
2004	7	20	0	0	0	0.57169
2004	7	21	0	0	0	0.56459
2004	7	22	0	0	0	0.55842
2004	7	23	0	0	0	0.54011
2004	7	24	0	0	0	0.5172
2004	7	25	0	0	0	0.48914
2004	7	26	0	0	0	0.45822
2004	7	27	0	0	0	0.45814
2004	7	28	0	0	0	0.42727
2004	7	29	0	0	0	0.3978
2004	7	30	0	0	0	0.39709
2004	7	31	0	0	0	0.39674
2004	8	1	0	0	0	0.37418
2004	8	2	0	0	0	0.36985
2004	8	3	0	0	0	0.3727
2004	8	4	0	0	0	0.37071
2004	8	5	0	0	0	0.35256
2004	8	6	0	0	0	0.34369
2004	8	7	0	0	0	0.33874
2004	8	8	0	0	0	0.34986
2004	8	9	0	0	0	0.34229
2004	8	10	0	0	0	0.34717
2004	8	11	0	0	0	0.33597
2004	8	12	0	0	0	0.32625
2004	8	13	0	0	0	0.31243
2004	8	14	0	0	0	0.29978
2004	8	15	0	0	0	0.29272
2004	8	16	0	0	0	0.27925
2004	8	17	0	0	0	0.27472
2004	8	18	0	0	0	0.2773
2004	8	19	0	0	0	0.28784
2004	8	20	0	0	0	0.30724
2004	8	21	0	0	0	0.30907
2004	8	22	0	0	0	0.31465
2004	8	23	0	0	0	0.31212
2004	8	24	0	0	0	0.32781
2004	8	25	0	0	0	0.40123
2004	8	26	0	0	0	0.50295
2004	8	27	0	0	0	0.6402
2004	8	28	0	0	0	0.76511
2004	8	29	0	0	0	0.79551
2004	8	30	0	0	0	0.76995
2004	8	31	0	0	0	0.74219
2004	9	1	0	0	0	0.63774
2004	9	2	0	0	0	0.60667
2004	9	3	0	0	0	0.58032
2004	9	4	0	0	0	0.5211
2004	9	5	0	0	0	0.4864
2004	9	6	0	0	0	0.47489
2004	9	7	0	0	0	0.4606
2004	9	8	0	0	0	0.44979
2004	9	9	0	0	0	0.42703
2004	9	10	0	0	0	0.41134
2004	9	11	0	0	0	0.40576
2004	9	12	0	0	0	0.39315
2004	9	13	0	0	0	0.40221
2004	9	14	0	0	0	0.42067
2004	9	15	0	0	0	0.49179
2004	9	16	0	0	0	0.59012
2004	9	17	0	0	0	0.65718
2004	9	18	0	0	0	0.74539
2004	9	19	0	0	0	0.77596
2004	9	20	0	0	0	0.78013
2004	9	21	0	0	0	0.82288
2004	9	22	0	0	0	0.83392
2004	9	23	0	0	0	0.79434
2004	9	24	0	0	0	0.69192
2004	9	25	0	0	0	0.65722
2004	9	26	0	0	0	0.62728
2004	9	27	0	0	0	0.60237
2004	9	28	0	0	0	0.56147
2004	9	29	0	0	0	0.53133
2004	9	30	0	0	0	0.51084
2004	10	1	0	0	0	0.459
2004	10	2	0	0	0	0.44671
2004	10	3	0	0	0	0.43585
2004	10	4	0	0	0	0.42153
2004	10	5	0	0	0	0.42457
2004	10	6	0	0	0	0.41431
2004	10	7	0	0	0	0.42258
2004	10	8	0	0	0	0.42133
2004	10	9	0	0	0	0.45986
2004	10	10	0	0	0	0.44128
2004	10	11	0	0	0	0.44448
2004	10	12	0	0	0	0.4366
2004	10	13	0	0	0	0.44639
2004	10	14	0	0	0	0.44136
2004	10	15	0	0	0	0.39702
2004	10	16	0	0	0	0.40131
2004	10	17	0	0	0	0.43765
2004	10	18	0	0	0	0.47235
2004	10	19	0	0	0	0.51736
2004	10	20	0	0	0	0.5457
2004	10	21	0	0	0	0.5777
2004	10	22	0	0	0	0.59059
2004	10	23	0	0	0	0.57696
2004	10	24	0	0	0	0.58262
2004	10	25	0	0	0	0.56377
2004	10	26	0	0	0	0.5441
2004	10	27	0	0	0	0.51131
2004	10	28	0	0	0	0.50241
2004	10	29	0	0	0	0.48012
2004	10	30	0	0	0	0.47259
2004	10	31	0	0	0	0.46572
2004	11	1	0	0	0	0.53356
2004	11	2	0	0	0	0.58941
2004	11	3	0	0	0	0.59566
2004	11	4	0	0	0	0.59894
2004	11	5	0	0	0	0.6019
2004	11	6	0	0	0	0.61194
2004	11	7	0	0	0	0.59418
2004	11	8	0	0	0	0.60596
2004	11	9	0	0	0	0.5487
2004	11	10	0	0	0	0.56287
2004	11	11	0	0	0	0.53531
2004	11	12	0	0	0	0.52302
2004	11	13	0	0	0	0.51939
2004	11	14	0	0	0	0.51771
2004	11	15	0	0	0	0.52103
2004	11	16	0	0	0	0.48949
2004	11	17	0	0	0	0.49862
2004	11	18	0	0	0	0.48754
2004	11	19	0	0	0	0.4912
2004	11	20	0	0	0	0.47317
2004	11	21	0	0	0	0.44698
2004	11	22	0	0	0	0.46536
2004	11	23	0	0	0	0.45588
2004	11	24	0	0	0	0.45803
2004	11	25	0	0	0	0.49062
2004	11	26	0	0	0	0.53383
2004	11	27	0	0	0	0.561
2004	11	28	0	0	0	0.57669
2004	11	29	0	0	0	0.54261
2004	11	30	0	0	0	0.51201
2004	12	1	0	0	0	0.48754
2004	12	2	0	0	0	0.51744
2004	12	3	0	0	0	0.52021
2004	12	4	0	0	0	0.4994
2004	12	5	0	0	0	0.50358
2004	12	6	0	0	0	0.51345
2004	12	7	0	0	0	0.48964
2004	12	8	0	0	0	0.51576
2004	12	9	0	0	0	0.50424
2004	12	10	0	0	0	0.53574
2004	12	11	0	0	0	0.60249
2004	12	12	0	0	0	0.70503
2004	12	13	0	0	0	0.82018
2004	12	14	0	0	0	0.93889
2004	12	15	0	0	0	0.9139
2004	12	16	0	0	0	0.87909
2004	12	17	0	0	0	0.85188
2004	12	18	0	0	0	0.79063
2004	12	19	0	0	0	0.77678
2004	12	20	0	0	0	0.72966
2004	12	21	0	0	0	0.72213
2004	12	22	0	0	0	0.68064
2004	12	23	0	0	0	0.66104
2004	12	24	0	0	0	0.62111
2004	12	25	0	0	0	0.61752
2004	12	26	0	0	0	0.57755
2004	12	27	0	0	0	0.60144
2004	12	28	0	0	0	0.5786
2004	12	29	0	0	0	0.58071
2004	12	30	0	0	0	0.54917
2004	12	31	0	0	0	0.53566
2005	1	1	0	0	0	0.5035
2005	1	2	0	0	0	0.48617
2005	1	3	0	0	0	0.44171
2005	1	4	0	0	0	0.41029
2005	1	5	0	0	0	0.35045
2005	1	6	0	0	0	0.362
2005	1	7	0	0	0	0.35298
2005	1	8	0	0	0	0.37785
2005	1	9	0	0	0	0.33565
2005	1	10	0	0	0	0.34112
2005	1	11	0	0	0	0.35736
2005	1	12	0	0	0	0.36512
2005	1	13	0	0	0	0.39237
2005	1	14	0	0	0	0.35021
2005	1	15	0	0	0	0.34256
2005	1	16	0	0	0	0.31532
2005	1	17	0	0	0	0.32281
2005	1	18	0	0	0	0.39803
2005	1	19	0	0	0	0.49733
2005	1	20	0	0	0	0.67689
2005	1	21	0	0	0	0.84376
2005	1	22	0	0	0	1.018
2005	1	23	0	0	0	1.1535
2005	1	24	0	0	0	1.1958
2005	1	25	0	0	0	1.1627
2005	1	26	0	0	0	1.1192
2005	1	27	0	0	0	1.0746
2005	1	28	0	0	0	1.0489
2005	1	29	0	0	0	0.97382
2005	1	30	0	0	0	0.9648
2005	1	31	0	0	0	0.90309
2005	2	1	0	0	0	0.85067
2005	2	2	0	0	0	0.81257
2005	2	3	0	0	0	0.75386
2005	2	4	0	0	0	0.75855
2005	2	5	0	0	0	0.74524
2005	2	6	0	0	0	0.71257
2005	2	7	0	0	0	0.70246
2005	2	8	0	0	0	0.65995
2005	2	9	0	0	0	0.60788
2005	2	10	0	0	0	0.62556
2005	2	11	0	0	0	0.60261
2005	2	12	0	0	0	0.55573
2005	2	13	0	0	0	0.56069
2005	2	14	0	0	0	0.53918
2005	2	15	0	0	0	0.54093
2005	2	16	0	0	0	0.49913
2005	2	17	0	0	0	0.4791
2005	2	18	0	0	0	0.45721
2005	2	19	0	0	0	0.44265
2005	2	20	0	0	0	0.43593
2005	2	21	0	0	0	0.44085
2005	2	22	0	0	0	0.44913
2005	2	23	0	0	0	0.4419
2005	2	24	0	0	0	0.42824
2005	2	25	0	0	0	0.42758
2005	2	26	0	0	0	0.40435
2005	2	27	0	0	0	0.41294
2005	2	28	0	0	0	0.4099
2005	3	1	0	0	0	0.40705
2005	3	2	0	0	0	0.4172
2005	3	3	0	0	0	0.42813
2005	3	4	0	0	0	0.4332
2005	3	5	0	0	0	0.43827
2005	3	6	0	0	0	0.41966
2005	3	7	0	0	0	0.44952
2005	3	8	0	0	0	0.42656
2005	3	9	0	0	0	0.4638
2005	3	10	0	0	0	0.48348
2005	3	11	0	0	0	0.49085
2005	3	12	0	0	0	0.50186
2005	3	13	0	0	0	0.5366
2005	3	14	0	0	0	0.53492
2005	3	15	0	0	0	0.56166
2005	3	16	0	0	0	0.58391
2005	3	17	0	0	0	0.56697
2005	3	18	0	0	0	0.57072
2005	3	19	0	0	0	0.59706
2005	3	20	0	0	0	0.56392
2005	3	21	0	0	0	0.57411
2005	3	22	0	0	0	0.55955
2005	3	23	0	0	0	0.53231
2005	3	24	0	0	0	0.51072
2005	3	25	0	0	0	0.51474
2005	3	26	0	0	0	0.53219
2005	3	27	0	0	0	0.65257
2005	3	28	0	0	0	0.77401
2005	3	29	0	0	0	0.83435
2005	3	30	0	0	0	0.89431
2005	3	31	0	0	0	0.90781
2005	4	1	0	0	0	0.85227
2005	4	2	0	0	0	0.80434
2005	4	3	0	0	0	0.76124
2005	4	4	0	0	0	0.75219
2005	4	5	0	0	0	0.74286
2005	4	6	0	0	0	0.7256
2005	4	7	0	0	0	0.73322
2005	4	8	0	0	0	0.77303
2005	4	9	0	0	0	0.80633
2005	4	10	0	0	0	0.88377
2005	4	11	0	0	0	0.94974
2005	4	12	0	0	0	0.94455
2005	4	13	0	0	0	0.92561
2005	4	14	0	0	0	0.92124
2005	4	15	0	0	0	0.92105
2005	4	16	0	0	0	0.91422
2005	4	17	0	0	0	0.90383
2005	4	18	0	0	0	0.8997
2005	4	19	0	0	0	0.91234
2005	4	20	0	0	0	0.93377
2005	4	21	0	0	0	0.93108
2005	4	22	0	0	0	0.92374
2005	4	23	0	0	0	0.97105
2005	4	24	0	0	0	1.0137
2005	4	25	0	0	0	1.1784
2005	4	26	0	0	0	1.3536
2005	4	27	0	0	0	1.5851
2005	4	28	0	0	0	1.7333
2005	4	29	0	0	0	1.7259
2005	4	30	0	0	0	1.637
2005	5	1	0	0	0	1.4383
2005	5	2	0	0	0	1.2962
2005	5	3	0	0	0	1.2095
2005	5	4	0	0	0	1.1598
2005	5	5	0	0	0	1.1414
2005	5	6	0	0	0	1.1949
2005	5	7	0	0	0	1.3108
2005	5	8	0	0	0	1.5361
2005	5	9	0	0	0	1.8092
2005	5	10	0	0	0	1.9843
2005	5	11	0	0	0	2.0244
2005	5	12	0	0	0	2.0653
2005	5	13	0	0	0	2.0666
2005	5	14	0	0	0	2.0537
2005	5	15	0	0	0	2.0938
2005	5	16	0	0	0	2.2629
2005	5	17	0	0	0	2.4891
2005	5	18	0	0	0	2.7131
2005	5	19	0	0	0	2.7975
2005	5	20	0	0	0	2.7304
2005	5	21	0	0	0	2.6395
2005	5	22	0	0	0	2.5498
2005	5	23	0	0	0	2.4781
2005	5	24	0	0	0	2.3888
2005	5	25	0	0	0	2.1835
2005	5	26	0	0	0	1.9708
2005	5	27	0	0	0	1.898
2005	5	28	0	0	0	1.876
2005	5	29	0	0	0	1.8256
2005	5	30	0	0	0	1.8461
2005	5	31	0	0	0	1.8733
2005	6	1	0	0	0	1.8926
2005	6	2	0	0	0	1.9145
2005	6	3	0	0	0	2.0879
2005	6	4	0	0	0	2.3562
2005	6	5	0	0	0	2.6624
2005	6	6	0	0	0	2.8525
2005	6	7	0	0	0	2.8708
2005	6	8	0	0	0	2.848
2005	6	9	0	0	0	2.7542
2005	6	10	0	0	0	2.6194
2005	6	11	0	0	0	2.3911
2005	6	12	0	0	0	2.286
2005	6	13	0	0	0	2.2104
2005	6	14	0	0	0	2.1614
2005	6	15	0	0	0	2.1176
2005	6	16	0	0	0	2.0998
2005	6	17	0	0	0	2.1637
2005	6	18	0	0	0	1.9887
2005	6	19	0	0	0	2.0082
2005	6	20	0	0	0	2.0087
2005	6	21	0	0	0	1.9118
2005	6	22	0	0	0	1.9354
2005	6	23	0	0	0	1.8268
2005	6	24	0	0	0	1.7795
2005	6	25	0	0	0	1.67
2005	6	26	0	0	0	1.5772
2005	6	27	0	0	0	1.4957
2005	6	28	0	0	0	1.4321
2005	6	29	0	0	0	1.4044
2005	6	30	0	0	0	1.3455
2005	7	1	0	0	0	1.4023
2005	7	2	0	0	0	1.3274
2005	7	3	0	0	0	1.2628
2005	7	4	0	0	0	1.2123
2005	7	5	0	0	0	1.1414
2005	7	6	0	0	0	1.0278
2005	7	7	0	0	0	0.91355
2005	7	8	0	0	0	0.85414
2005	7	9	0	0	0	0.84177
2005	7	10	0	0	0	0.82994
2005	7	11	0	0	0	0.78931
2005	7	12	0	0	0	0.77198
2005	7	13	0	0	0	0.73954
2005	7	14	0	0	0	0.70086
2005	7	15	0	0	0	0.66662
2005	7	16	0	0	0	0.63704
2005	7	17	0	0	0	0.61877
2005	7	18	0	0	0	0.5786
2005	7	19	0	0	0	0.55959
2005	7	20	0	0	0	0.53371
2005	7	21	0	0	0	0.52552
2005	7	22	0	0	0	0.50705
2005	7	23	0	0	0	0.46431
2005	7	24	0	0	0	0.45264
2005	7	25	0	0	0	0.4243
2005	7	26	0	0	0	0.39842
2005	7	27	0	0	0	0.39662
2005	7	28	0	0	0	0.38335
2005	7	29	0	0	0	0.36946
2005	7	30	0	0	0	0.36352
2005	7	31	0	0	0	0.35306
2005	8	1	0	0	0	0.33335
2005	8	2	0	0	0	0.32141
2005	8	3	0	0	0	0.31258
2005	8	4	0	0	0	0.30642
2005	8	5	0	0	0	0.30681
2005	8	6	0	0	0	0.26606
2005	8	7	0	0	0	0.26754
2005	8	8	0	0	0	0.27215
2005	8	9	0	0	0	0.28596
2005	8	10	0	0	0	0.29783
2005	8	11	0	0	0	0.29955
2005	8	12	0	0	0	0.28819
2005	8	13	0	0	0	0.29108
2005	8	14	0	0	0	0.29182
2005	8	15	0	0	0	0.29373
2005	8	16	0	0	0	0.2885
2005	8	17	0	0	0	0.28354
2005	8	18	0	0	0	0.2835
2005	8	19	0	0	0	0.27051
2005	8	20	0	0	0	0.27808
2005	8	21	0	0	0	0.27905
2005	8	22	0	0	0	0.27675
2005	8	23	0	0	0	0.27297
2005	8	24	0	0	0	0.26395
2005	8	25	0	0	0	0.2609
2005	8	26	0	0	0	0.26231
2005	8	27	0	0	0	0.26079
2005	8	28	0	0	0	0.26391
2005	8	29	0	0	0	0.25536
2005	8	30	0	0	0	0.25372
2005	8	31	0	0	0	0.25321
2005	9	1	0	0	0	0.25411
2005	9	2	0	0	0	0.2618
2005	9	3	0	0	0	0.26325
2005	9	4	0	0	0	0.25606
2005	9	5	0	0	0	0.25072
2005	9	6	0	0	0	0.24412
2005	9	7	0	0	0	0.23752
2005	9	8	0	0	0	0.22671
2005	9	9	0	0	0	0.21078
2005	9	10	0	0	0	0.21406
2005	9	11	0	0	0	0.23194
2005	9	12	0	0	0	0.26165
2005	9	13	0	0	0	0.28909
2005	9	14	0	0	0	0.30045
2005	9	15	0	0	0	0.29533
2005	9	16	0	0	0	0.28089
2005	9	17	0	0	0	0.28116
2005	9	18	0	0	0	0.28713
2005	9	19	0	0	0	0.28873
2005	9	20	0	0	0	0.28561
2005	9	21	0	0	0	0.29736
2005	9	22	0	0	0	0.29592
2005	9	23	0	0	0	0.2892
2005	9	24	0	0	0	0.27371
2005	9	25	0	0	0	0.26922
2005	9	26	0	0	0	0.2693
2005	9	27	0	0	0	0.2677
2005	9	28	0	0	0	0.26543
2005	9	29	0	0	0	0.26215
2005	9	30	0	0	0	0.27211
2005	10	1	0	0	0	0.31048
2005	10	2	0	0	0	0.41536
2005	10	3	0	0	0	0.57271
2005	10	4	0	0	0	0.65288
2005	10	5	0	0	0	0.64133
2005	10	6	0	0	0	0.59265
2005	10	7	0	0	0	0.54901
2005	10	8	0	0	0	0.51997
2005	10	9	0	0	0	0.50455
2005	10	10	0	0	0	0.50373
2005	10	11	0	0	0	0.48687
2005	10	12	0	0	0	0.46474
2005	10	13	0	0	0	0.46345
2005	10	14	0	0	0	0.45307
2005	10	15	0	0	0	0.44378
2005	10	16	0	0	0	0.43703
2005	10	17	0	0	0	0.41864
2005	10	18	0	0	0	0.41911
2005	10	19	0	0	0	0.4275
2005	10	20	0	0	0	0.44475
2005	10	21	0	0	0	0.45217
2005	10	22	0	0	0	0.46794
2005	10	23	0	0	0	0.49667
2005	10	24	0	0	0	0.50073
2005	10	25	0	0	0	0.49452
2005	10	26	0	0	0	0.45412
2005	10	27	0	0	0	0.45518
2005	10	28	0	0	0	0.44956
2005	10	29	0	0	0	0.43055
2005	10	30	0	0	0	0.41548
2005	10	31	0	0	0	0.44151
2005	11	1	0	0	0	0.49886
2005	11	2	0	0	0	0.5382
2005	11	3	0	0	0	0.55947
2005	11	4	0	0	0	0.57884
2005	11	5	0	0	0	0.59585
2005	11	6	0	0	0	0.59289
2005	11	7	0	0	0	0.56861
2005	11	8	0	0	0	0.53711
2005	11	9	0	0	0	0.52391
2005	11	10	0	0	0	0.51107
2005	11	11	0	0	0	0.49351
2005	11	12	0	0	0	0.4777
2005	11	13	0	0	0	0.47633
2005	11	14	0	0	0	0.47317
2005	11	15	0	0	0	0.47501
2005	11	16	0	0	0	0.47321
2005	11	17	0	0	0	0.45717
2005	11	18	0	0	0	0.45537
2005	11	19	0	0	0	0.42477
2005	11	20	0	0	0	0.41314
2005	11	21	0	0	0	0.40791
2005	11	22	0	0	0	0.40018
2005	11	23	0	0	0	0.39229
2005	11	24	0	0	0	0.38238
2005	11	25	0	0	0	0.39026
2005	11	26	0	0	0	0.37051
2005	11	27	0	0	0	0.35997
2005	11	28	0	0	0	0.33753
2005	11	29	0	0	0	0.34342
2005	11	30	0	0	0	0.33558
2005	12	1	0	0	0	0.33019
2005	12	2	0	0	0	0.34935
2005	12	3	0	0	0	0.3339
2005	12	4	0	0	0	0.3207
2005	12	5	0	0	0	0.32914
2005	12	6	0	0	0	0.31664
2005	12	7	0	0	0	0.28307
2005	12	8	0	0	0	0.26118
2005	12	9	0	0	0	0.22979
2005	12	10	0	0	0	0.2223
2005	12	11	0	0	0	0.23487
2005	12	12	0	0	0	0.23456
2005	12	13	0	0	0	0.25587
2005	12	14	0	0	0	0.28495
2005	12	15	0	0	0	0.2835
2005	12	16	0	0	0	0.27378
2005	12	17	0	0	0	0.25634
2005	12	18	0	0	0	0.25606
2005	12	19	0	0	0	0.24974
2005	12	20	0	0	0	0.25899
2005	12	21	0	0	0	0.29034
2005	12	22	0	0	0	0.35946
2005	12	23	0	0	0	0.47871
2005	12	24	0	0	0	0.50393
2005	12	25	0	0	0	0.53535
2005	12	26	0	0	0	0.56935
2005	12	27	0	0	0	0.59511
2005	12	28	0	0	0	0.57712
2005	12	29	0	0	0	0.57294
2005	12	30	0	0	0	0.56377
2005	12	31	0	0	0	0.62294
2006	1	1	0	0	0	0.60526
